internal_record_id,functional_record_id,household_id,first_name,middle_name,last_name,full_name,given_name,gender,birth_date,estimated_age,marital_status,phone_numbers,emails,foundational_id,foundational_id_masked,education_level,language_code,image_file,country,region,district,ward,village,latitude,longitude,altitude,plus_code,address_line_1,address_line_2,postal_code,country_code,primary_livelihood,secondary_livelihood,employment_status,coping_strategies_index,mobile_phone_type,disability_status,orphanhood_flag,chronic_illness_flag,displacement_status,pastoralist_classification,high_mobility_indicator,plw_status,plw_status_date,livestock,land,shocks,disabilities,programs
i0113,IND-0113,h023,Jeremy,,Mitchell,Jeremy Mitchell,Jeremy Mitchell,MALE,1976-03-15,50,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000113"", ""is_primary"": true}]",alyssasanders@example.net,1590838716,XXXXXX8716,HIGHER_EDUCATION,en,images/IND-0113.jpg,kamuntu,chakula,makali,sura,biluqu,12.4377,66.5144,75,24AB+65,10278 Mcintyre Crest Suite 473,Sector 6,000113,KM,LIVESTOCK,,EMPLOYED,2,SMARTPHONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0114,IND-0114,h023,Zachary,,Mitchell,Zachary Mitchell,Zachary Mitchell,MALE,1966-08-25,59,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000114"", ""is_primary"": true}]",,2617999521,XXXXXX9521,CAN_READ_AND_WRITE,en,images/IND-0114.jpg,kamuntu,chakula,makali,sura,biluqu,12.4462,66.5131,247,24AB+65,12172 Osborn Valleys Suite 518,Sector 7,000114,KM,BUSINESS_TRADE,,EMPLOYED,7,BASIC,,,,,,,,,[],[],[],[],[]
i0115,IND-0115,h023,Kimberly,Melissa,Mitchell,Kimberly Melissa Mitchell,Kimberly Melissa Mitchell,FEMALE,1985-05-10,41,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000115"", ""is_primary"": true}]",,2928130926,XXXXXX0926,CAN_READ_AND_WRITE,en,images/IND-0115.jpg,kamuntu,chakula,makali,sura,biluqu,12.4834,66.4609,257,24AB+64,8313 Joel Park,Sector 8,000115,KM,AGRICULTURE,SERVICES,SELF_EMPLOYED,4,BASIC,,,,,,,,,[],"[{""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""PLOUGH\"", \""TRACTOR\""]""}, {""land_access"": ""TRUE"", ""land_size"": 7.12, ""productive_assets"": ""[\""PLOUGH\""]""}]",[],[],[]
i0116,IND-0116,h024,Rodney,,Jones,Rodney Jones,Rodney Jones,MALE,1998-09-12,27,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000116"", ""is_primary"": true}]",,4277561834,XXXXXX1834,ILLITERATE,en,images/IND-0116.jpg,kamuntu,chakula,njia,barafu,biluja,10.4073,68.4705,87,04AB+84,177 Anderson Village Apt. 268,Sector 9,000116,KM,SERVICES,,RETIRED,1,BASIC,,,,,,,,,"[{""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_11_20""}, {""livestock_species"": ""CATTLE"", ""livestock_counts"": ""BAND_1_5""}]","[{""land_access"": ""TRUE"", ""land_size"": 1.05, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 1.18, ""productive_assets"": ""[\""TRACTOR\""]""}]",[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-06-09"", ""program_exit_date"": null}, {""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2023-01-26"", ""program_exit_date"": null}]"
i0117,IND-0117,h024,Thomas,,Jones,Thomas Jones,Thomas Jones,FEMALE,1979-11-29,46,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000117"", ""is_primary"": true}]",holmeskevin@example.org,2606152369,XXXXXX2369,ILLITERATE,en,images/IND-0117.jpg,kamuntu,chakula,njia,barafu,biluja,10.4186,68.3882,107,04AB+83,358 Singleton Glen Apt. 842,Sector 1,000117,KM,UNEMPLOYED,AGRICULTURE,EMPLOYED,4,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""CAMEL"", ""livestock_counts"": ""BAND_1_5""}, {""livestock_species"": ""CATTLE"", ""livestock_counts"": ""BAND_21_PLUS""}]","[{""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""TRACTOR\""]""}, {""land_access"": ""TRUE"", ""land_size"": 5.48, ""productive_assets"": ""[\""PLOUGH\""]""}]",[],[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-07-04"", ""program_exit_date"": null}]"
i0118,IND-0118,h024,Lori,,Jones,Lori Jones,Lori Jones,FEMALE,2015-01-17,11,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000118"", ""is_primary"": true}]",,4569592370,XXXXXX2370,ILLITERATE,en,images/IND-0118.jpg,kamuntu,chakula,njia,barafu,biluja,10.4559,68.4269,207,04AB+84,299 George Road,Sector 2,000118,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0119,IND-0119,h024,Nathan,Megan,Jones,Nathan Megan Jones,Nathan Megan Jones,MALE,2006-10-24,19,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000119"", ""is_primary"": true}]",bryananthony@example.org,7561728644,XXXXXX8644,CAN_READ_AND_WRITE,en,images/IND-0119.jpg,kamuntu,chakula,njia,barafu,biluja,10.3911,68.4088,127,03AB+84,396 Tyler Road Suite 473,Sector 3,000119,KM,GOVT_EMPLOYMENT,WAGE_LABOR,SELF_EMPLOYED,2,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 0.75, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 4.95, ""productive_assets"": ""[\""TRACTOR\""]""}]",[],[],"[{""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2025-11-19"", ""program_exit_date"": null}]"
i0120,IND-0120,h024,Regina,,Jones,Regina Jones,Regina Jones,FEMALE,2000-02-01,26,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000120"", ""is_primary"": true}]",shawn02@example.com,9182543558,XXXXXX3558,CAN_READ_AND_WRITE,en,images/IND-0120.jpg,kamuntu,chakula,njia,barafu,biluja,10.4397,68.3816,181,04AB+83,7359 Larry Stravenue Suite 562,Sector 4,000120,KM,LIVESTOCK,,UNEMPLOYED,4,NONE,,,,,,,,,[],[],"[{""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-10-13"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_SEEK_AID""}, {""shock_type"": ""CONFLICT"", ""shock_date"": ""2025-01-04"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],[]
i0121,IND-0121,h024,Paige,,Jones,Paige Jones,Paige Jones,FEMALE,1996-02-06,30,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000121"", ""is_primary"": true}]",floressteven@example.com,3869961166,XXXXXX1166,HIGHER_EDUCATION,en,images/IND-0121.jpg,kamuntu,chakula,njia,barafu,biluja,10.4323,68.4161,294,04AB+84,21046 Wright Way Apt. 595,Sector 5,000121,KM,LIVESTOCK,GOVT_EMPLOYMENT,RETIRED,6,BASIC,,,,,,,,,[],[],"[{""shock_type"": ""FLOOD"", ""shock_date"": ""2025-06-10"", ""shock_period"": ""2025-Q2"", ""coping_strategy"": ""CS_SEEK_AID""}, {""shock_type"": ""CONFLICT"", ""shock_date"": ""2025-12-11"", ""shock_period"": ""2025-Q4"", ""coping_strategy"": ""CS_BORROW""}]",[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2025-06-08"", ""program_exit_date"": null}]"
i0122,IND-0122,h024,Colton,,Jones,Colton Jones,Colton Jones,MALE,1987-03-28,39,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000122"", ""is_primary"": true}]",tjimenez@example.com,6898288854,XXXXXX8854,ILLITERATE,en,images/IND-0122.jpg,kamuntu,chakula,njia,barafu,biluja,10.4547,68.4157,67,04AB+84,68733 Williams Haven,Sector 6,000122,KM,AGRICULTURE,,SELF_EMPLOYED,7,BASIC,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,"[{""livestock_species"": ""DONKEY"", ""livestock_counts"": ""BAND_6_10""}]",[],"[{""shock_type"": ""DROUGHT"", ""shock_date"": ""2025-03-04"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_SELL_ASSETS""}]",[],[]
i0123,IND-0123,h025,Kathleen,Destiny,Khan,Kathleen Destiny Khan,Kathleen Destiny Khan,FEMALE,1993-11-25,32,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000123"", ""is_primary"": true}]",,8281641403,XXXXXX1403,INTERMEDIARY,en,images/IND-0123.jpg,kamuntu,faraja,asilani,nguvu,bano,13.6332,66.6511,66,36AB+66,8016 Nicole Stream Suite 650,Sector 7,000123,KM,GOVT_EMPLOYMENT,,UNEMPLOYED,6,NONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 7.0, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 6.1, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 7.09, ""productive_assets"": ""[\""TRACTOR\"", \""OTHER\""]""}]","[{""shock_type"": ""FLOOD"", ""shock_date"": ""2025-01-13"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],"[{""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2023-02-16"", ""program_exit_date"": null}]"
i0124,IND-0124,h025,James,James,Khan,James James Khan,James James Khan,MALE,2025-05-11,1,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000124"", ""is_primary"": true}]",,4804440746,XXXXXX0746,,en,images/IND-0124.jpg,kamuntu,faraja,asilani,nguvu,bano,13.6016,66.601,151,36AB+66,68784 David Court Suite 558,Sector 8,000124,KM,,,,,,YES,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0125,IND-0125,h025,Teresa,James,Khan,Teresa James Khan,Teresa James Khan,FEMALE,1976-03-22,50,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000125"", ""is_primary"": true}]",,8111312076,XXXXXX2076,INTERMEDIARY,en,images/IND-0125.jpg,kamuntu,faraja,asilani,nguvu,bano,13.5973,66.6499,161,35AB+66,000 Jennifer Unions Suite 872,Sector 9,000125,KM,LIVESTOCK,,UNEMPLOYED,5,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 2.06, ""productive_assets"": ""[\""PLOUGH\"", \""OTHER\""]""}]","[{""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-02-07"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_SELL_ASSETS""}, {""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-02-27"", ""shock_period"": ""2025-Q1"", ""coping_strategy"": ""CS_SELL_ASSETS""}]",[],[]
i0126,IND-0126,h025,Lisa,,Khan,Lisa Khan,Lisa Khan,FEMALE,2010-04-28,16,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000126"", ""is_primary"": true}]",,9944748312,XXXXXX8312,CAN_READ_AND_WRITE,en,images/IND-0126.jpg,kamuntu,faraja,asilani,nguvu,bano,13.6124,66.6131,260,36AB+66,526 Wheeler Parkways Suite 947,Sector 1,000126,KM,SERVICES,,RETIRED,2,BASIC,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0127,IND-0127,h025,Robyn,,Khan,Robyn Khan,Robyn Khan,FEMALE,2014-11-07,11,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000127"", ""is_primary"": true}]",,6611356986,XXXXXX6986,INTERMEDIARY,en,images/IND-0127.jpg,kamuntu,faraja,asilani,nguvu,bano,13.6303,66.6126,226,36AB+66,9409 Baker Shoal,Sector 2,000127,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0128,IND-0128,h025,Rachel,,Khan,Rachel Khan,Rachel Khan,FEMALE,1972-08-07,53,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000128"", ""is_primary"": true}]",jennifersilva@example.org,7163022531,XXXXXX2531,INTERMEDIARY,en,images/IND-0128.jpg,kamuntu,faraja,asilani,nguvu,bano,13.6339,66.6491,64,36AB+66,30913 Scott Manor Apt. 636,Sector 3,000128,KM,CRAFT,,RETIRED,2,NONE,,,,,,,,,[],[],[],[],[]
i0129,IND-0129,h025,Kathryn,,Khan,Kathryn Khan,Kathryn Khan,FEMALE,1976-12-02,49,DIVORCED,"[{""type"": ""mobile"", ""number"": ""+10000000129"", ""is_primary"": true}]",,8650676663,XXXXXX6663,BASIC,en,images/IND-0129.jpg,kamuntu,faraja,asilani,nguvu,bano,13.5735,66.5767,249,35AB+65,028 Ann Shore Suite 865,Sector 4,000129,KM,GOVT_EMPLOYMENT,AGRICULTURE,UNEMPLOYED,1,BASIC,,,,,,,,,"[{""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_11_20""}, {""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_11_20""}]",[],[],[],"[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2025-12-28"", ""program_exit_date"": null}, {""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2024-01-09"", ""program_exit_date"": null}]"
i0130,IND-0130,h026,Tyler,,Stevens,Tyler Stevens,Tyler Stevens,MALE,1993-03-05,33,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000130"", ""is_primary"": true}]",amy49@example.com,4277422858,XXXXXX2858,BASIC,en,images/IND-0130.jpg,kamuntu,chakula,rafiki,uhuruumeme,biluka,14.9874,70.9829,151,49AB+09,48434 Bush Spurs,Sector 5,000130,KM,GOVT_EMPLOYMENT,,SELF_EMPLOYED,4,BASIC,,,,,,,,,"[{""livestock_species"": ""CHICKEN"", ""livestock_counts"": ""BAND_1_5""}, {""livestock_species"": ""CATTLE"", ""livestock_counts"": ""BAND_1_5""}]","[{""land_access"": ""TRUE"", ""land_size"": 2.98, ""productive_assets"": ""[\""PLOUGH\"", \""TRACTOR\""]""}, {""land_access"": ""TRUE"", ""land_size"": 3.62, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 7.36, ""productive_assets"": ""[\""TRACTOR\""]""}]",[],[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2023-05-04"", ""program_exit_date"": null}]"
i0131,IND-0131,h026,Michael,,Stevens,Michael Stevens,Michael Stevens,FEMALE,2025-06-07,1,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000131"", ""is_primary"": true}]",,3412365931,XXXXXX5931,,en,images/IND-0131.jpg,kamuntu,chakula,rafiki,uhuruumeme,biluka,14.9562,70.956,164,49AB+09,441 Huang Locks Suite 240,Sector 6,000131,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0132,IND-0132,h026,Dwayne,,Stevens,Dwayne Stevens,Dwayne Stevens,MALE,2002-12-25,23,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000132"", ""is_primary"": true}]",,5613018394,XXXXXX8394,BASIC,en,images/IND-0132.jpg,kamuntu,chakula,rafiki,uhuruumeme,biluka,14.9473,71.0013,72,49AB+10,4733 Fitzpatrick Square Suite 219,Sector 7,000132,KM,WAGE_LABOR,,UNEMPLOYED,2,BASIC,,,,,,,,,"[{""livestock_species"": ""SHEEP"", ""livestock_counts"": ""BAND_6_10""}, {""livestock_species"": ""DONKEY"", ""livestock_counts"": ""BAND_6_10""}, {""livestock_species"": ""CAMEL"", ""livestock_counts"": ""BAND_11_20""}]",[],"[{""shock_type"": ""ILLNESS"", ""shock_date"": ""2025-07-17"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],"[{""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2023-10-23"", ""program_exit_date"": null}]"
i0133,IND-0133,h026,Natalie,,Stevens,Natalie Stevens,Natalie Stevens,FEMALE,1994-12-25,31,WIDOWED,"[{""type"": ""mobile"", ""number"": ""+10000000133"", ""is_primary"": true}]",santiagoamanda@example.net,4656572173,XXXXXX2173,BASIC,en,images/IND-0133.jpg,kamuntu,chakula,rafiki,uhuruumeme,biluka,15.0012,71.0227,213,50AB+10,16571 Adam Plaza,Sector 8,000133,KM,SERVICES,SERVICES,EMPLOYED,7,BASIC,,,,,,,,,[],[],[],[],[]
i0134,IND-0134,h026,William,Denise,Stevens,William Denise Stevens,William Denise Stevens,MALE,2006-12-07,19,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000134"", ""is_primary"": true}]",,3121808073,XXXXXX8073,HIGHER_EDUCATION,en,images/IND-0134.jpg,kamuntu,chakula,rafiki,uhuruumeme,biluka,14.9661,70.9872,169,49AB+09,3454 Rebecca Corners Apt. 802,Sector 9,000134,KM,BUSINESS_TRADE,,UNEMPLOYED,7,NONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0135,IND-0135,h026,Jason,,Stevens,Jason Stevens,Jason Stevens,MALE,2014-07-18,11,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000135"", ""is_primary"": true}]",,3469178881,XXXXXX8881,INTERMEDIARY,en,images/IND-0135.jpg,kamuntu,chakula,rafiki,uhuruumeme,biluka,14.9425,70.9617,68,49AB+09,7240 Kenneth Rapids,Sector 1,000135,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0136,IND-0136,h026,Ashley,,Stevens,Ashley Stevens,Ashley Stevens,FEMALE,1981-10-20,44,WIDOWED,"[{""type"": ""mobile"", ""number"": ""+10000000136"", ""is_primary"": true}]",,3524521602,XXXXXX1602,ILLITERATE,en,images/IND-0136.jpg,kamuntu,chakula,rafiki,uhuruumeme,biluka,15.0068,70.9429,178,50AB+09,8872 Nelson Valleys Apt. 527,Sector 2,000136,KM,CRAFT,BUSINESS_TRADE,UNEMPLOYED,3,BASIC,,,,,,,,,"[{""livestock_species"": ""DONKEY"", ""livestock_counts"": ""BAND_11_20""}]","[{""land_access"": ""TRUE"", ""land_size"": 0.31, ""productive_assets"": ""[\""PLOUGH\""]""}]",[],"[{""disability_domain"": ""SELF_CARE"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}, {""disability_domain"": ""MOBILITY"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]",[]
i0137,IND-0137,h027,Margaret,Ronald,Sullivan,Margaret Ronald Sullivan,Margaret Ronald Sullivan,FEMALE,1989-07-12,36,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000137"", ""is_primary"": true}]",,3753020051,XXXXXX0051,HIGHER_EDUCATION,en,images/IND-0137.jpg,kamuntu,faraja,sihaya,kusoma,bichi,17.1992,65.1981,93,71AB+51,61227 Boyle Avenue Suite 637,Sector 3,000137,KM,WAGE_LABOR,,RETIRED,6,NONE,,,,,,,,,[],"[{""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": null}]","[{""shock_type"": ""JOB_LOSS"", ""shock_date"": ""2025-05-21"", ""shock_period"": ""2025-Q2"", ""coping_strategy"": ""CS_SEEK_AID""}]",[],"[{""program_name"": ""PROG_CASH_TRANSFER"", ""program_start_date"": ""2023-01-24"", ""program_exit_date"": null}]"
i0138,IND-0138,h027,Nicole,,Sullivan,Nicole Sullivan,Nicole Sullivan,MALE,1982-12-26,43,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000138"", ""is_primary"": true}]",,1348849508,XXXXXX9508,HIGHER_EDUCATION,en,images/IND-0138.jpg,kamuntu,faraja,sihaya,kusoma,bichi,17.2349,65.2171,117,72AB+52,904 Schwartz Circle Apt. 742,Sector 4,000138,KM,AGRICULTURE,GOVT_EMPLOYMENT,UNEMPLOYED,2,SMARTPHONE,,,,,,,,,"[{""livestock_species"": ""GOATS"", ""livestock_counts"": ""BAND_11_20""}]","[{""land_access"": ""TRUE"", ""land_size"": 9.42, ""productive_assets"": null}, {""land_access"": ""FALSE"", ""land_size"": null, ""productive_assets"": ""[\""TRACTOR\""]""}]",[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-01-09"", ""program_exit_date"": null}]"
i0139,IND-0139,h027,Jennifer,,Sullivan,Jennifer Sullivan,Jennifer Sullivan,FEMALE,2022-12-17,3,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000139"", ""is_primary"": true}]",,7638204740,XXXXXX4740,,en,images/IND-0139.jpg,kamuntu,faraja,sihaya,kusoma,bichi,17.2042,65.1702,112,72AB+51,145 Jeffrey Dale Suite 279,Sector 5,000139,KM,,,,,,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0140,IND-0140,h028,Jacqueline,,Miles,Jacqueline Miles,Jacqueline Miles,FEMALE,1997-12-13,28,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000140"", ""is_primary"": true}]",,7374810067,XXXXXX0067,BASIC,en,images/IND-0140.jpg,kamuntu,faraja,asilani,kufa,berio,10.9104,68.9507,130,09AB+89,339 Alicia Pines Suite 191,Sector 6,000140,KM,SERVICES,,UNEMPLOYED,0,NONE,,,,,,,,,[],[],[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2025-03-11"", ""program_exit_date"": null}]"
i0141,IND-0141,h028,Amy,,Miles,Amy Miles,Amy Miles,MALE,2013-03-03,13,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000141"", ""is_primary"": true}]",,5751023835,XXXXXX3835,CAN_READ_AND_WRITE,en,images/IND-0141.jpg,kamuntu,faraja,asilani,kufa,berio,10.9142,68.9023,165,09AB+89,822 Bond Mills,Sector 7,000141,KM,,,,,,NO,FALSE,FALSE,IDP,PASTORALIST,TRUE,NO,,[],[],[],[],[]
i0142,IND-0142,h028,Brian,Brandy,Miles,Brian Brandy Miles,Brian Brandy Miles,MALE,2004-03-07,22,WIDOWED,"[{""type"": ""mobile"", ""number"": ""+10000000142"", ""is_primary"": true}]",nolansean@example.org,2795875043,XXXXXX5043,HIGHER_EDUCATION,en,images/IND-0142.jpg,kamuntu,faraja,asilani,kufa,berio,10.9863,68.9802,258,09AB+89,86790 Chambers Inlet Apt. 640,Sector 8,000142,KM,WAGE_LABOR,BUSINESS_TRADE,RETIRED,5,SMARTPHONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 1.45, ""productive_assets"": ""[\""PLOUGH\""]""}, {""land_access"": ""TRUE"", ""land_size"": 5.54, ""productive_assets"": null}]","[{""shock_type"": ""FLOOD"", ""shock_date"": ""2025-06-23"", ""shock_period"": ""2025-Q2"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],[]
i0143,IND-0143,h028,Nichole,Brandon,Miles,Nichole Brandon Miles,Nichole Brandon Miles,FEMALE,2009-12-08,16,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000143"", ""is_primary"": true}]",,7299922974,XXXXXX2974,INTERMEDIARY,en,images/IND-0143.jpg,kamuntu,faraja,asilani,kufa,berio,10.9779,68.9397,73,09AB+89,180 Valerie Mountains Apt. 462,Sector 9,000143,KM,CRAFT,BUSINESS_TRADE,SELF_EMPLOYED,5,SMARTPHONE,NO,TRUE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],[],[]
i0144,IND-0144,h028,Patricia,,Miles,Patricia Miles,Patricia Miles,FEMALE,2004-07-13,21,SINGLE,"[{""type"": ""mobile"", ""number"": ""+10000000144"", ""is_primary"": true}]",ybrooks@example.com,6503383556,XXXXXX3556,HIGHER_EDUCATION,en,images/IND-0144.jpg,kamuntu,faraja,asilani,kufa,berio,10.9498,68.9743,222,09AB+89,1825 Gregory Plain Suite 823,Sector 1,000144,KM,WAGE_LABOR,,UNEMPLOYED,4,SMARTPHONE,NO,FALSE,FALSE,IDP,SETTLED,FALSE,YES,2025-03-06,[],"[{""land_access"": ""TRUE"", ""land_size"": 2.11, ""productive_assets"": ""[\""TRACTOR\""]""}, {""land_access"": ""TRUE"", ""land_size"": 3.85, ""productive_assets"": ""[\""OTHER\""]""}]",[],[],"[{""program_name"": ""PROG_FOOD_AID"", ""program_start_date"": ""2023-09-04"", ""program_exit_date"": null}]"
i0145,IND-0145,h028,Ruben,,Miles,Ruben Miles,Ruben Miles,MALE,1981-09-13,44,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000145"", ""is_primary"": true}]",steven86@example.net,7026930365,XXXXXX0365,HIGHER_EDUCATION,en,images/IND-0145.jpg,kamuntu,faraja,asilani,kufa,berio,10.8945,68.8951,193,08AB+88,37524 Sharon Stream Apt. 069,Sector 2,000145,KM,LIVESTOCK,,UNEMPLOYED,0,BASIC,,,,,,,,,[],[],[],"[{""disability_domain"": ""VISION"", ""disability_severity"": ""SOME_DIFFICULTY""}, {""disability_domain"": ""MOBILITY"", ""disability_severity"": ""CANNOT_DO_AT_ALL""}]",[]
i0146,IND-0146,h029,Pamela,,Stephenson,Pamela Stephenson,Pamela Stephenson,FEMALE,1974-03-27,52,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000146"", ""is_primary"": true}]",,3624410325,XXXXXX0325,BASIC,en,images/IND-0146.jpg,kamuntu,chakula,mfumo,wimbo,biluba,14.4129,65.4097,145,44AB+54,31190 Harper Squares,Sector 3,000146,KM,UNEMPLOYED,CRAFT,UNEMPLOYED,3,BASIC,YES,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],"[{""shock_type"": ""CONFLICT"", ""shock_date"": ""2025-09-15"", ""shock_period"": ""2025-Q3"", ""coping_strategy"": ""CS_REDUCE_MEALS""}]",[],"[{""program_name"": ""PROG_HEALTH_INSURANCE"", ""program_start_date"": ""2023-11-20"", ""program_exit_date"": null}, {""program_name"": ""PROG_EDUCATION_SUPPORT"", ""program_start_date"": ""2023-02-11"", ""program_exit_date"": null}]"
i0147,IND-0147,h029,Shelby,,Stephenson,Shelby Stephenson,Shelby Stephenson,MALE,2010-01-23,16,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000147"", ""is_primary"": true}]",,1172893522,XXXXXX3522,INTERMEDIARY,en,images/IND-0147.jpg,kamuntu,chakula,mfumo,wimbo,biluba,14.4039,65.4714,255,44AB+54,7383 Donald Highway,Sector 4,000147,KM,WAGE_LABOR,,RETIRED,0,NONE,NO,FALSE,FALSE,HOST_COMMUNITY,SETTLED,FALSE,NO,,[],[],[],"[{""disability_domain"": ""SELF_CARE"", ""disability_severity"": ""SOME_DIFFICULTY""}]",[]
i0148,IND-0148,h029,Cynthia,Barbara,Stephenson,Cynthia Barbara Stephenson,Cynthia Barbara Stephenson,FEMALE,1977-05-16,49,MARRIED,"[{""type"": ""mobile"", ""number"": ""+10000000148"", ""is_primary"": true}]",,7928074841,XXXXXX4841,HIGHER_EDUCATION,en,images/IND-0148.jpg,kamuntu,chakula,mfumo,wimbo,biluba,14.4163,65.4991,239,44AB+54,42836 Hill Point Apt. 687,Sector 5,000148,KM,UNEMPLOYED,,RETIRED,6,NONE,,,,,,,,,[],"[{""land_access"": ""TRUE"", ""land_size"": 8.93, ""productive_assets"": null}, {""land_access"": ""TRUE"", ""land_size"": 3.56, ""productive_assets"": null}]",[],[],[]
